Picea_mature_3562	PA_chr05_G005493.mRNA.4	4.25	-0.7913020446553211	6.916069439803194e-06
Picea_mature_1004	PA_chr10_G003552.mRNA.1	4.5	-0.8146586382340524	2.2213232716267036e-06
Picea_mature_1004	PA_chr05_cUL0035_G000001.mRNA.1	4.5	-0.7019598475974216	0.00018898961036589382
Picea_mature_1004	PA_chr11_G002781.mRNA.1	4.5	-0.5014814117132946	0.01477311881614772
Picea_mature_1004	PA_chr08_G003915.mRNA.2	4.5	-0.7456240750691961	4.436926465471613e-05
Picea_mature_1004	PA_chr01_G006485.mRNA.1	4.5	-0.6496899314816271	0.0007932483784307964
Picea_mature_101	PA_chr08_G001919.mRNA.1	4.5	-0.5207100332466039	0.010850364117793549
Picea_mature_101	PA_chr12_G002226.mRNA.1	4.5	-0.7128060517527101	0.00013510737326452528
Picea_mature_101	PA_chr11_G001761.mRNA.1	4.5	-0.6392639482473055	0.00102350598208436
Picea_mature_101	PA_chr03_G000826.mRNA.1	4.5	-0.5063861969996483	0.013677009382446722
Picea_mature_101	PA_chr03_G000816.mRNA.1	4.5	-0.5847286279326616	0.0033853074752728135
Picea_mature_101	PA_chr08_G003984.mRNA.2	4.5	-0.4223339766330717	0.04469168761819652
Picea_mature_101	PA_chr08_G003426.mRNA.4	4.5	-0.4604070117953728	0.02705305047511058
Picea_mature_1020	PA_chr09_G003771.mRNA.1	4.5	-0.42839014885827936	0.041405765436299875
Picea_mature_1020	PA_chr11_G000192.mRNA.4	4.5	-0.47338222930487794	0.022515864446097014
Picea_mature_1020	PA_chr07_G004303.mRNA.4	4.5	-0.5205774794160081	0.010874121008071782
Picea_mature_1020	PA_chr08_G003538.mRNA.1	4.5	-0.4256762287617252	0.04285400637079927
Picea_mature_1020	PA_chr06_G000112.mRNA.5	4.5	-0.43199411748057115	0.03954219846113386
Picea_mature_1020	PA_chr07_G005954.mRNA.1	4.5	-0.4418736841391463	0.03477011663689159
